"astro-ph/0209192","Gianfranco Bertone","Gianfranco Bertone, Claudia Isola, Martin Lemoine, Guenter Sigl","Ultra-High Energy Heavy Nuclei Propagation in Extragalactic Magnetic
  Fields","10 pages, 16 figures, submitted to PRD","Phys.Rev. D66 (2002) 103003","10.1103/PhysRevD.66.103003",,"astro-ph hep-ph",,"  We extend existing work on the propagation of ultra-high energy cosmic rays
in extragalactic magnetic fields to a possible component of heavy nuclei,
taking into account photodisintegration, pion production, and creation of e+e-
pairs. We focus on the influence of the magnetic field on the spectrum and
chemical composition of observed ultra-high energy cosmic rays. We apply our
simulations to the scenarios proposed by Anchordoqui et al, in which Iron
nuclei are accelerated in nearby starburst galaxies, and show that it is in
marginal agreement with the data. We also show that it is highly unlikely to
detect He nuclei from M87 at the highest energies observed $\sim3 10^{20} $eV
as required for the scenario of Ahn et al. in which the highest energy cosmic
rays originate from M87 and are deflected in a Parker spiral Galactic magnetic
field.
","[{""version"":""v1"",""created"":""Wed, 11 Sep 2002 16:58:44 GMT""}]","2009-11-07"
"hep-ph/0209137","Christian Weber","W. Majerotto","Radiative Corrections to SUSY processes in the MSSM","17 pages, 8 figures. One reference corrected",,,"HEPHY-PUB 762/02","hep-ph",,"  We review the status of radiative corrections to SUSY processes. We present
the method of the on-shell renormalization for the sfermion and the
chargino/neutralino system and work out the appropriate renormalization
conditions. In particular, we discuss slepton, squark, chargino and neutralino
production in e+ e- collisions and the two-body decays of sfermions and of
Higgs bosons into SUSY particles. It is necessary to take into account
radiative corrections in the precision studies possible at a future linear e+
e- collider.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 15:22:43 GMT""},{""version"":""v2"",""created"":""Fri, 20 Sep 2002 13:16:11 GMT""}]","2007-05-23"
"hep-th/0209095","Zarembo","K. Zarembo","Open string fluctuations in AdS_5xS^5 and operators with large R-charge","16 pages, 2 figures; v2: five misprints corrected","Phys.Rev. D66 (2002) 105021","10.1103/PhysRevD.66.105021","UUITP-10/02, ITEP-TH-41/02","hep-th",,"  A semiclassical string description is given for correlators of Wilson loops
with local operators in N=4 SYM theory in the regime when operators carry
parametrically large R-charge. The OPE coefficients of the circular Wilson loop
in chiral primary operators are computed to all orders in the alpha' expansion
in AdS_5xS^5 string theory. The results agree with field-theory predictions.
","[{""version"":""v1"",""created"":""Wed, 11 Sep 2002 16:45:49 GMT""},{""version"":""v2"",""created"":""Tue, 15 Oct 2002 13:34:46 GMT""}]","2009-11-07"
"hep-th/0209096","Kiyoshi Shiraishi","Nahomi Kan, Kenji Sakamoto and Kiyoshi Shiraishi (Yamaguchi
  University)","Deconstructing Scalar QED at Zero and Finite Temperature","12 pages, 2 figures. RevTeX4","Eur.Phys.J.C28:425-430,2003","10.1140/epjc/s2003-01181-9","Guchi-TP-13","hep-th hep-ph",,"  We calculate the effective potential for the WLPNGB in a world with a
circular latticized extra dimension. The mass of the WLPNGB is calculated from
the one-loop quantum effect of scalar fields at zero and finite temperature. We
show that a series expansion by the modified Bessel functions is useful to
calculate the one-loop effective potentials.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 05:46:48 GMT""}]","2011-09-13"
"hep-th/0209097","Kuratov V.","N.A. Gromov, I.V. Kostyakov and V.V.Kuratov","On contractions of classical basic superalgebras","15 pages, Latex",,"10.1088/0305-4470/36/10/308",,"hep-th",,"  We define a class of orthosymplectic $osp(m;j|2n;\omega)$ and unitary
$sl(m;j|n;\epsilon)$ superalgebras which may be obtained from $osp(m|2n)$ and
$sl(m|n)$ by contractions and analytic continuations in a similar way as the
special linear, orthogonal and the symplectic Cayley-Klein algebras are
obtained from the corresponding classical ones. Casimir operators of
Cayley-Klein superalgebras are obtained from the corresponding operators of the
basic superalgebras. Contractions of $sl(2|1)$ and $osp(3|2)$ are regarded as
an examples.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 07:20:59 GMT""}]","2009-11-07"
"hep-th/0209098","Maxim Zabzine","Ulf Lindstrom and Maxim Zabzine","N=2 Boundary conditions for non-linear sigma models and Landau-Ginzburg
  models","48 pages, latex, references and minor comments added, the version to
  appear in JHEP","JHEP 0302 (2003) 006","10.1088/1126-6708/2003/02/006","UUITP-11/02","hep-th math.DG",,"  We study N=2 nonlinear two dimensional sigma models with boundaries and their
massive generalizations (the Landau-Ginzburg models). These models are defined
over either Kahler or bihermitian target space manifolds. We determine the most
general local N=2 superconformal boundary conditions (D-branes) for these sigma
models. In the Kahler case we reproduce the known results in a systematic
fashion including interesting results concerning the coisotropic A-type branes.
We further analyse the N=2 superconformal boundary conditions for sigma models
defined over a bihermitian manifold with torsion. We interpret the boundary
conditions in terms of different types of submanifolds of the target space. We
point out how the open sigma models correspond to new types of target space
geometry. For the massive Landau-Ginzburg models (both Kahler and bihermitian)
we discuss an important class of supersymmetric boundary conditions which
admits a nice geometrical interpretation.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 11:46:42 GMT""},{""version"":""v2"",""created"":""Wed, 5 Feb 2003 16:58:35 GMT""}]","2009-11-07"
"hep-th/0209099","Timothy J. Hollowood","Nick Dorey, Timothy J. Hollowood, S. Prem Kumar and Annamaria
  Sinkovics","Massive Vacua of N=1* Theory and S-duality from Matrix Models","9 pages, JHEP.cls","JHEP 0211:040,2002","10.1088/1126-6708/2002/11/040",,"hep-th",,"  In this note we show how Dijkgraaf and Vafa's hypothesis relating the exact
superpotential of an N=1 theory to a matrix model can be used to describe all
the massive vacua of the N=1*, or mass deformed N=4, theory including the Higgs
vacuum. The matrix model computation of the superpotential for each massive
vacuum independently yields a modular function of the associated effective
coupling in that vacuum which agrees with previously derived results up to a
vacuum-independent additive constant. The results in the different massive
vacua can be related by the action of SL(2,Z) on the N=4 coupling, thus
providing evidence for modular invariance of the underlying N=4 theory.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 15:12:27 GMT""}]","2011-04-15"
"hep-th/0209100","Dmitri Kazakov","D.I. Kazakov (JINR, Dubna & ITEP, Moscow)","Ultraviolet Fixed Points in Gauge and SUSY Field Theories in Extra
  Dimensions","LaTeX, 10pp. v2: Comments and references added","JHEP 0303 (2003) 020","10.1088/1126-6708/2003/03/020",,"hep-th",,"  We consider gauge field theories in $D>4$ following the Wilson RG approach
and show that they possess the ultraviolet fixed points where the gauge
coupling is dimensionless in any space-time dimension. At the fixed point the
anomalous dimensions of the field and vertex operators are known exactly. These
fixed points are nonperturbative and correspond to conformal invariant
theories. The same phenomenon also happens in supersymmetric theories with the
Yukawa type interactions.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 15:10:23 GMT""},{""version"":""v2"",""created"":""Wed, 27 Nov 2002 15:53:01 GMT""}]","2009-11-07"
"hep-th/0209101","Bertha M. Cuadros-Melgar","Elcio Abdalla, Bertha Cuadros-Melgar","Shortcuts in Domain Walls and the Horizon Problem","22 pages, 14 figures. Version to appear in Phys. Rev. D","Phys.Rev. D67 (2003) 084012","10.1103/PhysRevD.67.084012",,"hep-th gr-qc",,"  We consider a dynamical membrane world in a space-time with scalar bulk
matter described by domain walls. Using the solutions to Einstein field
equations and Israel conditions we investigate the possibility of having
shortcuts for gravitons leaving the wall and returning subsequently. As it
turns out, they usually appear under mild conditions.
  In the comparison with photons following a geodesic inside the brane, we
verify that shortcuts exist. For some Universes they are small, but there are
cases where shortcuts are effective. In these cases we expect them to play a
significant role in the solution of the horizon problem.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 15:26:20 GMT""},{""version"":""v2"",""created"":""Mon, 23 Sep 2002 21:23:27 GMT""},{""version"":""v3"",""created"":""Mon, 17 Feb 2003 15:26:35 GMT""}]","2009-11-07"
"math-ph/0209020","Peter Mueller","Kurt Broderix, Hajo Leschke and Peter M\""uller","Continuous integral kernels for unbounded Schroedinger semigroups and
  their spectral projections","41 pages. Final version. Dedicated to Volker Enss on the occasion of
  his 60th birthday","Journal of Functional Analysis 212 (2004) 287-323","10.1016/j.jfa.2004.01.009",,"math-ph math.FA math.MP",,"  By suitably extending a Feynman-Kac formula of Simon [Canadian Math. Soc.
Conf. Proc, 28 (2000), 317-321], we study one-parameter semigroups generated by
(the negative of) rather general Schroedinger operators, which may be unbounded
from below and include a magnetic vector potential. In particular, a common
domain of essential self-adjointness for such a semigroup is specified.
Moreover, each member of the semigroup is proven to be a maximal Carleman
operator with a continuous integral kernel given by a Brownian-bridge
expectation. The results are used to show that the spectral projections of the
generating Schroedinger operator also act as Carleman operators with continuous
integral kernels. Applications to Schroedinger operators with rather general
random scalar potentials include a rigorous justification of an integral-kernel
representation of their integrated density of states - a relation frequently
used in the physics literature on disordered solids.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 14:05:52 GMT""},{""version"":""v2"",""created"":""Mon, 16 Feb 2004 15:47:35 GMT""},{""version"":""v3"",""created"":""Mon, 5 Jul 2004 10:36:31 GMT""}]","2007-05-23"
"math-ph/0209021","Denis I. Borisov","Denis I. Borisov","Asymptotics and Estimates of Degrees of Convergence in Three-Dimensional
  Boundary Value Problem with Frequent Interchange of Boundary Conditions","The text was originally written in Russian and then translated by the
  author","Siberian Mathematical Journal. 2004. V. 45. No. 2. P. 222-240",,,"math-ph math.MP",,"  We consider a singular perturbed eigenvalue problem for Laplace operator in a
cylinder with frequent interchange of type of boundary condition on a lateral
surface. These boundary conditions are prescribed by partition of lateral
surface in a great number of narrow strips on those the Dirichlet and Neumann
conditions are imposed by turns. We study the case of the homogenized problem
containing Dirichlet condition on the lateral surface. When the width of strips
varies slowly, we construct the leading terms of eigenelements' asymptotics
expansions. We also estimate the degree of convergence for eigenvalues if the
strips' width varies rapidly.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 14:16:13 GMT""}]","2007-05-23"
"math/0209122","Linus Kramer","Linus Kramer, Katrin Tent","Affine $\Lambda$-buildings, ultrapowers of Lie groups and Riemannian
  symmetric spaces: an algebraic proof of the Margulis conjecture",,,,,"math.DG math.GT",,"  In this paper, we give a general group-theoretic construction of affine
$\RR$-buildings, and more generally, of affine $\Lambda$-buildings, associated
to semisimple Lie groups over nonarchimedean real closed fields. The
construction of Kleiner-Leeb using the asymptotic cone of a Riemannian
symmetric space appears as a special case. The explicit knowledge of the
building arising here as the asymptotic cone simplifies the proof of the
Margulis conjecture due to Kleiner-Leeb.
","[{""version"":""v1"",""created"":""Wed, 11 Sep 2002 18:14:13 GMT""},{""version"":""v2"",""created"":""Thu, 12 Sep 2002 11:07:59 GMT""},{""version"":""v3"",""created"":""Mon, 23 Sep 2002 06:35:35 GMT""},{""version"":""v4"",""created"":""Wed, 23 Oct 2002 07:41:22 GMT""},{""version"":""v5"",""created"":""Thu, 24 Oct 2002 08:10:37 GMT""}]","2007-05-23"
"math/0209125","Dana P. Williams","Paul S. Muhly (University of Iowa), Dana P. Williams (Dartmouth
  College)","The Dixmier-Douady Class of Groupoid Crossed Products","9 Pages, LaTeX",,,,"math.OA",,"  We give a formula for the Dixmier-Douady class of a continuous-trace groupoid
crossed product that arises from an action of a locally trivial, proper,
principal groupoid on a bundle of elementary $C^*$-algebras that satisfies
Fell's condition.
","[{""version"":""v1"",""created"":""Wed, 11 Sep 2002 16:57:12 GMT""}]","2007-05-23"
"math/0209130","Sorin Popa","Sorin Popa","On a Class of Type II$_1$ Factors with Betti Numbers Invariants","78 pages; minor revisions in text and ref. (Dec 1'st); more revisions
  in text and ref. (Jan 14 and 22, 2003); in Section 4 a notion of
  ``epsilon-rigidity'' for inclusions is introduced and is related with the
  initial notion of relative rigidity (Aug. 27, 2003), 82 pages. Minor changes
  (Dec. 2003)",,,,"math.OA math.GR",,"  We prove that a type II$_1$ factor $M$ can have at most one Cartan subalgebra
$A$ satisfying a combination of rigidity and compact approximation properties.
We use this result to show that within the class $\Cal H \Cal T$ of factors $M$
having such Cartan subalgebras $A \subset M$, the Betti numbers of the standard
equivalence relation associated with $A \subset M$ ([G2]), are in fact
isomorphism invariants for the factors $M$, $\beta^{^{HT}}_n(M), n\geq 0$. The
class $\Cal H\Cal T$ is closed under amplifications and tensor products, with
the Betti numbers satisfying $\beta^{^{HT}}_n(M^t)= \beta^{^{HT}}_n(M)/t,
\forall t>0$, and a K{\""u}nneth type formula. An example of a factor in the
class $\Cal H\Cal T$ is given by the group von Neumann factor $M=L(\Bbb Z^2
\rtimes SL(2, \Bbb Z))$, for which $\beta^{^{HT}}_1(M) = \beta_1(SL(2, \Bbb Z))
= 1/12$. Thus, $M^t \not\simeq M, \forall t \neq 1$, showing that the
fundamental group of $M$ is trivial. This solves a long standing problem of
R.V. Kadison. Also, our results bring some insight into a recent problem of A.
Connes and answer a number of open questions on von Neumann algebras.
","[{""version"":""v1"",""created"":""Wed, 11 Sep 2002 16:17:55 GMT""},{""version"":""v2"",""created"":""Mon, 25 Nov 2002 20:33:48 GMT""},{""version"":""v3"",""created"":""Mon, 13 Jan 2003 20:13:25 GMT""},{""version"":""v4"",""created"":""Wed, 22 Jan 2003 23:36:22 GMT""},{""version"":""v5"",""created"":""Thu, 28 Aug 2003 15:59:32 GMT""},{""version"":""v6"",""created"":""Fri, 19 Dec 2003 20:50:49 GMT""}]","2007-05-23"
"math/0209131","Ralph M. Kaufmann","Ralph M. Kaufmann","On several varieties of cacti and their relations","Published by Algebraic and Geometric Topology at
  http://www.maths.warwick.ac.uk/agt/AGTVol5/agt-5-13.abs.html","Algebr. Geom. Topol. 5 (2005) 237-300","10.2140/agt.2005.5.237",,"math.QA math.AT math.GT",,"  Motivated by string topology and the arc operad, we introduce the notion of
quasi-operads and consider four (quasi)-operads which are different varieties
of the operad of cacti. These are cacti without local zeros (or spines) and
cacti proper as well as both varieties with fixed constant size one of the
constituting loops. Using the recognition principle of Fiedorowicz, we prove
that spineless cacti are equivalent as operads to the little discs operad. It
turns out that in terms of spineless cacti Cohen's Gerstenhaber structure and
Fiedorowicz' braided operad structure are given by the same explicit chains. We
also prove that spineless cacti and cacti are homotopy equivalent to their
normalized versions as quasi-operads by showing that both types of cacti are
semi-direct products of the quasi-operad of their normalized versions with a
re-scaling operad based on R>0. Furthermore, we introduce the notion of
bi-crossed products of quasi-operads and show that the cacti proper are a
bi-crossed product of the operad of cacti without spines and the operad based
on the monoid given by the circle group S^1. We also prove that this particular
bi-crossed operad product is homotopy equivalent to the semi-direct product of
the spineless cacti with the group S^1. This implies that cacti are equivalent
to the framed little discs operad. These results lead to new CW models for the
little discs and the framed little discs operad.
","[{""version"":""v1"",""created"":""Wed, 11 Sep 2002 18:42:37 GMT""},{""version"":""v2"",""created"":""Thu, 12 Sep 2002 10:23:02 GMT""},{""version"":""v3"",""created"":""Tue, 17 Sep 2002 13:26:28 GMT""},{""version"":""v4"",""created"":""Fri, 1 Aug 2003 13:34:06 GMT""},{""version"":""v5"",""created"":""Sat, 10 Jan 2004 03:14:19 GMT""},{""version"":""v6"",""created"":""Tue, 29 Mar 2005 15:13:50 GMT""},{""version"":""v7"",""created"":""Thu, 5 May 2005 10:49:13 GMT""}]","2014-10-01"
"math/0209132","Ralph M. Kaufmann","Ralph M Kaufmann, Muriel Livernet and RC Penner","Arc Operads and Arc Algebras","Published by Geometry and Topology at
  http://www.maths.warwick.ac.uk/gt/GTVol7/paper15.abs.html","Geom. Topol. 7 (2003) 511-568","10.2140/gt.2003.7.511","MPI 2002-114","math.GT math.AG math.AT",,"  Several topological and homological operads based on families of projectively
weighted arcs in bounded surfaces are introduced and studied. The spaces
underlying the basic operad are identified with open subsets of a
compactification due to Penner of a space closely related to Riemann's moduli
space. Algebras over these operads are shown to be Batalin-Vilkovisky algebras,
where the entire BV structure is realized simplicially. Furthermore, our basic
operad contains the cacti operad up to homotopy, and it similarly acts on the
loop space of any topological space. New operad structures on the circle are
classified and combined with the basic operad to produce geometrically natural
extensions of the algebraic structure of BV algebras, which are also computed.
","[{""version"":""v1"",""created"":""Wed, 11 Sep 2002 17:52:02 GMT""},{""version"":""v2"",""created"":""Wed, 27 Nov 2002 12:40:31 GMT""},{""version"":""v3"",""created"":""Wed, 27 Aug 2003 15:26:38 GMT""}]","2014-11-11"
"math/0209133","Leclerc Bernard","Bernard Leclerc","Dual canonical bases, quantum shuffles and q-characters","36 pages, final version, to appear in Math. Zeitschrift",,,,"math.QA math.RT",,"  Rosso and Green have shown how to embed the positive part $U_q(n)$ of a
quantum enveloping algebra $U_q(g)$ in a quantum shuffle algebra. In this paper
we study some properties of the image of the dual canonical basis $B^*$ of
$U_q(n)$ under this embedding $\Phi$. This is motivated by the fact that when
$g$ is of type $A_r$, the elements of $\Phi(B^*)$ are $q$-analogues of
irreducible characters of the affine Iwahori-Hecke algebras attached to the
groups $GL(m)$ over a $p$-adic field.
","[{""version"":""v1"",""created"":""Wed, 11 Sep 2002 18:23:08 GMT""},{""version"":""v2"",""created"":""Mon, 16 Jun 2003 17:02:31 GMT""},{""version"":""v3"",""created"":""Tue, 17 Jun 2003 11:58:57 GMT""}]","2007-05-23"
"math/0209134","S. Paul Smith","S. Paul Smith","Maps between non-commutative spaces",,,,,"math.QA math.AG",,"  We examine maps between noncommutative projective spaces. A surjection of
graded rings A-->A/J induces a closed immersion Proj(A/J)-->Proj(A). A
homomorphism f:A-->B between graded rings induces an affine map U --> Proj(A)
from a non-empty open subspace U of Proj(B). If A^{(n)} is the n-th Veronese
subalgebra of a graded ring A there is a map Proj(A)-->Proj(A^{(n)}); we
identify open subspaces on which this map is an isomorphism. Applying these
results when A is (a quotient of) a weighted polynomial ring produces a
non-commutative resolution of (a closed subscheme of) a weighted projective
space.
","[{""version"":""v1"",""created"":""Wed, 11 Sep 2002 18:41:35 GMT""}]","2007-05-23"
"math/0209135","Anne V. Shepler","Arun Ram and Anne V. Shepler","Classification of graded Hecke algebras for complex reflection groups","23 pages, to appear in Commentarii Mathematici Helvetici",,,,"math.GR math.RT",,"  The graded Hecke algebra for a finite Weyl group is intimately related to the
geometry of the Springer correspondence. A construction of Drinfeld produces an
analogue of a graded Hecke algebra for any finite subgroup of GL(V). This paper
classifies all the algebras obtained by applying Drinfeld's construction to
complex reflection groups. By giving explicit (though nontrivial) isomorphisms,
we show that the graded Hecke algebras for finite real reflection groups
constructed by Lusztig are all isomorphic to algebras obtained by Drinfeld's
construction. The classification shows that there exist algebras obtained from
Drinfeld's construction which are not graded Hecke algebras as defined by
Lusztig for real as well as complex reflection groups.
","[{""version"":""v1"",""created"":""Wed, 11 Sep 2002 19:50:35 GMT""}]","2007-05-23"
"math/0209136","Michael Kleber","Michael Kleber","Linearly Independent Products of Rectangularly Complementary Schur
  Functions","8 pages. Final version appearing in EJC. Formerly titled ""A Theorem
  and a Conjecture on Rectangles and Schur Functions;"" the section on the
  conjecture has been abbreviated and minor edits made throughout","Electronic Journal of Combinatorics 9(1) (2002) #R39",,,"math.CO",,"  Fix a rectangular Young diagram R, and consider all the products of Schur
functions s(mu) s(mu^c), where mu and mu^c run over all (unordered) pairs of
partitions which are complementary with respect to R.
  Theorem: The self-complementary products, s(mu)^2 where mu=mu^c, are linearly
independent of all other s(mu) s(mu^c).
  Conjecture: The products s(mu) s(mu^c) are all linearly independent.
","[{""version"":""v1"",""created"":""Wed, 11 Sep 2002 19:50:44 GMT""},{""version"":""v2"",""created"":""Fri, 4 Oct 2002 20:17:27 GMT""}]","2007-05-23"
"math/0209137","Ernie Croot","Ernie Croot and Christian Elsholtz","On Thin Sets of Primes Expressible as Sumsets",,,,,"math.NT math.CO",,"  Suppose that P is an infinite set of primes such that P = A + B + C, where
A,B,C are sets with at least two elements. We show that if P(x) > c x/log^d x
(where P(x) = the number of elements of P that are <= x), and if A,B,C is a
""regular"" triple of sets, then either |A+B| <= d, or |B+C| <= d, or |A+C| <= d.
","[{""version"":""v1"",""created"":""Wed, 11 Sep 2002 20:00:15 GMT""}]","2007-05-23"
"math/0209138","Mark Brittenham","Mark Brittenham","Knots with unique minimal genus Seifert surface and depth of knots","19 pages, 17 figures. Minor revisions to the original submission",,,,"math.GT",,"  We describe a procedure for creating infinite families of hyperbolic knots
having unique minimal genus Seifert surface. A large subset of these knots have
the further property that the surface cannot be the sole compact leaf of a
depth one foliation of the knot exterior.
","[{""version"":""v1"",""created"":""Wed, 11 Sep 2002 22:07:10 GMT""},{""version"":""v2"",""created"":""Mon, 13 Oct 2003 19:08:34 GMT""}]","2007-05-23"
"math/0209139","A. Duff","A. Duff","Derivations of Orthosymplectic Lie Superalgebras","27 pages, to be published in Communications in Algebra",,,,"math.RA",,"  In this paper we describe the derivations of orthosymplectic Lie
superalgebras over a superring. In particular, we derive sufficient conditions
under which the derivations can be expressed as a semidirect product of inner
and outer derivations. We then present some examples for which these conditions
hold.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 01:50:21 GMT""}]","2007-05-23"
"math/0209140","Dinakar Ramakrishnan","Dinakar Ramakrishnan","Existence of Ramanujan primes for GL(3)","10 pages",,,,"math.NT math.RT",,"  In this Note we show that given any cusp form \pi on GL(3) over the
rationals, there exist an infinite number of primes p which are Ramanujan for
\pi, i.e., that the local components \pi_p are tempered for an infinite number
of p. It turns out that the key structural device which is needed is the degree
8 adjoint L-function of \pi.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 06:53:25 GMT""},{""version"":""v2"",""created"":""Thu, 26 Sep 2002 23:03:06 GMT""}]","2007-05-23"
"math/0209141","Shchepetilov","Alexey V. Shchepetilov","Algebras of invariant differential operators on unit sphere bundles over
  two-point homogeneous Riemannian spaces","LaTeX, 38 pages, 1 figure, octonionic case was included in the 3-rd
  version, some errors were corrected in the 4-th one","J. Phys. A, Mathematical and General, V. 36 (2003), pp. 7361-7396","10.1088/0305-4470/36/26/310",,"math.RT math.DG",,"  Let $G$ be the identity component of the isometry group for an arbitrary
curved two-point homogeneous space $M$. We consider algebras of $G$-invariant
differential operators on bundles of unit spheres over $M$. The generators of
this algebra and the corresponding relations for them are found. The connection
of these generators with two-body problem on two-point homogeneous spaces is
discussed.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 07:30:38 GMT""},{""version"":""v2"",""created"":""Fri, 14 Feb 2003 10:15:30 GMT""},{""version"":""v3"",""created"":""Wed, 14 May 2003 19:28:26 GMT""},{""version"":""v4"",""created"":""Fri, 20 Jun 2003 11:44:26 GMT""}]","2009-11-07"
"math/0209142",,"Alain Connes (College de France and IHES)","Cyclic Cohomology, Quantum group Symmetries and the Local Index Formula
  for SUq(2)","57 pages",,,"IHES/M/02/68","math.QA math-ph math.MP math.OA",,"  We analyse the noncommutative space underlying the quantum group SUq(2) from
the spectral point of view which is the basis of noncommutative geometry, and
show how the general theory developped in our joint work with H. Moscovici
applies to the specific spectral triple defined by Chakraborty and Pal. This
provides the pseudo-differential calculus, the Wodzciki-type residue, and the
local cyclic cocycle giving the index formula. The cochain whose coboundary is
the difference between the original Chern character and the local one is given
by the remainders in the rational approximation of the logarithmic derivative
of the Dedekind eta function. This specific example allows to illustrate the
general notion of locality in NCG. The formulas computing the residue are
""local"". Locality by stripping all the expressions from irrelevant details
makes them computable. The key feature of this spectral triple is its
equivariance, i.e. the $SU_q(2)$-symmetry. We shall explain how this leads
naturally to the general concept of invariant cyclic cohomology in the
framework of quantum group symmetries.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 10:10:07 GMT""}]","2007-05-23"
"math/0209143","Bernhard Kroen","Bernhard Kr\""on (University of Vienna), Elmar Teufl (Graz University
  of Technology)","Asymptotics of the transition probabilities of the simple random walk on
  self-similar graphs","20 pages, 6 figures",,,,"math.CO",,"  It is shown explicitly how self-similar graphs can be obtained as `blow-up'
constructions of finite cell graphs $\hat C$. This yields a larger family of
graphs than the graphs obtained by discretising continuous self-similar
fractals.
  For a class of symmetrically self-similar graphs we study the simple random
walk on a cell graph $\hat C$, starting in a vertex $v$ of the boundary of
$\hat C$. It is proved that the expected number of returns to $v$ before
hitting another vertex in the boundary coincides with the resistance scaling
factor.
  Using techniques from complex rational iteration and singularity analysis for
Green functions we compute the asymptotic behaviour of the $n$-step transition
probabilities of the simple random walk on the whole graph. The results of
Grabner and Woess for the Sierpi\'nski graph are generalised to the class of
symmetrically self-similar graphs and at the same time the error term of the
asymptotic expression is improved. Finally we present a criterion for the
occurrence of oscillating phenomena of the $n$-step transition probabilities.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 12:34:53 GMT""}]","2007-05-23"
"math/0209144","Alexei Borodin","Alexei Borodin","Isomonodromy transformations of linear systems of difference equations","AMSTeX, 37 pages",,,,"math.CA math-ph math.MP nlin.SI",,"  We introduce and study isomonodromy transformations of the matrix linear
difference equation Y(z+1)=A(z)Y(z) with polynomial (or rational) A(z). Our
main result is a construction of an isomonodromy action of Z^{m(n+1)-1} on the
space of coefficients A(z) (here m is the size of matrices and n is the degree
of A(z)). The (birational) action of certain rank n subgroups can be described
by difference analogs of the classical Schlesinger equations, and we prove that
for generic initial conditions these difference Schlesinger equations have a
unique solution. We also show that both the classical Schlesinger equations and
the Schlesinger transformations known in the isomonodromy theory, can be
obtained as limits of our action in two different limit regimes.
  Similarly to the continuous case, for m=n=2 the difference Schlesinger
equations and their q-analogs yield discrete Painleve equations; examples
include dPII, dPIV, dPV, and q-PVI.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 14:09:31 GMT""},{""version"":""v2"",""created"":""Thu, 3 Oct 2002 23:35:25 GMT""}]","2007-05-23"
"math/0209145",,"V.A. Dolgushev (MIT)","R-Matrix Structure of Hitchin System in Tyurin Parameterization","Version in Commun. Math. Phys","Commun.Math.Phys. 238 (2003) 131-147","10.1007/s00220-003-0856-y","ITEP-TH-44/02","math.AG hep-th nlin.SI",,"  We present a classical $r$-matrix for the Hitchin system without marked
points on an arbitrary non-degenerate algebraic curve of genus $g\ge 2$ using
Tyurin parameterization of holomorphic vector bundles.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 14:30:53 GMT""},{""version"":""v2"",""created"":""Sat, 19 Jul 2003 23:29:28 GMT""}]","2009-11-07"
"math/0209146","Balint Virag","Omer Angel, Itai Benjamini, Balint Virag","Random walks that avoid their past convex hull","10 pages, 4 figures","Electron. Comm. Probab. 8 (2003), 6-16",,,"math.PR",,"  We introduce planar random walk conditioned to avoid its past convex hull,
and we show that it escapes at a positive limsup speed. Experimental results
show that fluctuations from a limiting direction are on the order of n^(3/4).
This behavior is also observed for the extremal investor, a natural financial
model related to the planar walk.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 15:07:06 GMT""}]","2011-11-10"
"math/0209147","Johannes Sjoestrand","Johannes Sjoestrand","Resonances associated to a closed hyperbolic trajectory in dimension 2",,,,,"math.SP math.AP",,"  We consider resonances in the semi-classical limit, generated by a single
closed hyperbolic orbit, for an operator on ${\bf R}^2$. We determine all such
resonancess in a domain independent of the semi-classical parameter As an
application we determine all resonances generated by a saddle point in a fixed
disc around the critical energy.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 15:28:23 GMT""}]","2007-05-23"
"math/0209148","Martijn van Manen","Martijn van Manen","Applications of canonical relations in generic differential geometry","20 pages, 12 figures",,,,"math.DG math.SG",,"  Conflict sets are loci of intersecting wavefronts emanating from $l$
different surfaces. We show that generically conflict sets are Legendrian:
locally they admit the structure of wavefronts. Simple stable singularities for
this problem in $\R^n$ occur when $0 \leq n-l \leq 4$. Other related sets, such
as kite curves and centre sets are also defined and discussed. Throughout
canonical relations are used as an essential tool to carry out several of these
geometrical constructions.
","[{""version"":""v1"",""created"":""Thu, 12 Sep 2002 15:48:40 GMT""}]","2007-05-23"
